Date,Time (GMT),Predicted (ft),Preliminary (ft),Verified (ft)
5/29/2023,12:00,2.18,-,2.66
5/29/2023,13:00,1.37,-,1.86
5/29/2023,14:00,0.83,-,1.23
5/29/2023,15:00,0.76,-,1.16
5/29/2023,16:00,1.113,-,1.42
5/29/2023,17:00,1.75,-,2.04
5/29/2023,18:00,2.59,-,2.83
5/29/2023,19:00,3.471,-,3.73
5/29/2023,20:00,4.146,-,4.59
5/29/2023,21:00,4.424,-,4.95
5/29/2023,22:00,4.22,-,4.81
5/29/2023,23:00,3.61,-,4.3
5/30/2023,0:00,2.794,-,3.5
5/30/2023,1:00,1.933,-,2.79
5/30/2023,2:00,1.223,-,2.26
5/30/2023,3:00,0.929,-,2.06
5/30/2023,4:00,1.122,-,2.19
5/30/2023,5:00,1.657,-,2.69
5/30/2023,6:00,2.417,-,3.5
5/30/2023,7:00,3.275,-,4.38
5/30/2023,8:00,3.995,-,5.12
5/30/2023,9:00,4.356,-,5.66
5/30/2023,10:00,4.24,-,5.67
5/30/2023,11:00,3.671,-,5.25
5/30/2023,12:00,2.834,-,4.5
5/30/2023,13:00,1.927,-,3.48
5/30/2023,14:00,1.114,-,2.73
5/30/2023,15:00,0.643,-,2.16
5/30/2023,16:00,0.692,-,2.23
5/30/2023,17:00,1.175,-,2.52
5/30/2023,18:00,1.948,-,3.12
5/30/2023,19:00,2.913,-,4
5/30/2023,20:00,3.868,-,4.89
5/30/2023,21:00,4.547,-,5.6
5/30/2023,22:00,4.76,-,5.84
5/30/2023,23:00,4.434,-,5.68
5/31/2023,0:00,3.684,-,4.89
5/31/2023,1:00,2.73,-,3.95
5/31/2023,2:00,1.758,-,2.98
5/31/2023,3:00,1.004,-,2.23
5/31/2023,4:00,0.735,-,1.98
5/31/2023,5:00,0.979,-,2.1
5/31/2023,6:00,1.574,-,2.51
5/31/2023,7:00,2.404,-,3.26
5/31/2023,8:00,3.314,-,4.14
5/31/2023,9:00,4.042,-,4.86
5/31/2023,10:00,4.365,-,5.13
5/31/2023,11:00,4.171,-,4.98
5/31/2023,12:00,3.508,-,4.33
5/31/2023,13:00,2.591,-,3.42
5/31/2023,14:00,1.631,-,2.47
5/31/2023,15:00,0.826,-,1.6
5/31/2023,16:00,0.453,-,1.19
5/31/2023,17:00,0.649,-,1.37
5/31/2023,18:00,1.291,-,1.91
5/31/2023,19:00,2.222,-,2.8
5/31/2023,20:00,3.317,-,3.88
5/31/2023,21:00,4.331,-,4.89
5/31/2023,22:00,4.985,-,5.6
5/31/2023,23:00,5.092,-,5.81
